학교명,등급,소재지지번주소,Latitude,Longitude,건물등급
진료지원센터 및 암센터,B등급,,35.8471872,127.1405894,
농업과학관,B등급,,35.8322059,127.0567255,
노인보건의료센터 및 권역응급센터,B등급,,35.8471872,127.1405894,
어린이병원 및 호흡기질환전문센터,A등급,,35.8471872,127.1405894,
국립무형유산원,B등급,,35.8101967,127.1606098,
국민연금공단,B등급,,35.8333833,127.1217053,
한국토지주택공사 전북지역본부 사옥한국토지주택공사 전북지역본부,B등급,,35.8074327,127.1049361,
전라북도청사,B등급,,35.8197638,127.1081298,
전주월드컵경기장,B등급,,35.8650602,127.0636731,
전북 전주시 덕진구 전주천동로 498,D등급,,35.8365218,127.1310205,
전북 전주시 덕진구 전주천동로 500-1,E등급,,35.836566,127.1312712,
전북 전주시 덕진구 기린대로 398,D등급,,35.8376269,127.1325348,
전북 전주시 덕진구 기린대로 400-29,D등급,,35.8381581,127.1326995,
전북 전주시 덕진구 기린대로 400-63,E등급,,35.8383123,127.1329723,
전라북도 전주시 덕진구 백제대로 639,D등급,,35.8429961,127.1393284,
전북 전주시 덕진구 조경단로 100,E등급,,35.8432105,127.1390616,
전북 전주시 덕진구 건지3길 10-6,D등급,,35.8449406,127.1448047,
전북 전주시 덕진구 백동5길 18 1층,D등급,,35.8475299,127.1502545,
전북 전주시 덕진구 인교9길 8,D등급,,35.8257236,127.1737603,
전라북도 전주시 완산구 마당재2길 17-6,E등급,,35.8205927,127.1603986,
전라북도 전주시 완산구 낙수정2길 9-12,E등급,,35.8156191,127.1617955,
전라북도 전주시 완산구 간납대2길 16,D등급,,35.8167225,127.1579606,
